,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
PA_001,0.6056723215650199,0.4349708748464304,16.924440066416977,38.90936392555542,46.360720510470934,30.162321280034135,48.32446488322452,51.338528721127176,5546.2646484375,23.56632477940939,0.41609411861821477,3641.605864669705,0.6565871078105915,5625.0,-362.0,-5.0,217224048.0,4.211220675752575,192.0,4.826054273757633,148.0,117.55329467773439,-142.9046875,-94.0,-845.0,993.0,82.20438158082557,205.9771149302757,-1.3376169583659663,238649466.796875,0.07213890075683593,22004.822165527345,908.0956943009896,29.892943836181548,47774.82726249565,-1249.1766296193678,87.18743752814144,29.21129651240343,0.49762236655090775,3.6258196105774214,3.40009106689534,15.713150976514893,0.012917183089164726,7.560001295174828,-0.09833674194144668,0.7172014812656631,0.33406266297556964,0.9832209144066556,0.40323000019795685,0.9237618726313565,0.30967182353214423,0.04767072974502315,4.862800350386085,29.099683510136213,286.04432046423005,0.06389827948886975,36.89763601016403,837.319354099102,1.5275342664806237,1396.6803572536642,0.0033476748989693275,0.002698350614097781,4.856480198316752,3556.3902515994264,0.7934372184989884,0.8735576923076924,0.21011933485135967,0.9103677582834352,744.1493648616262,0.002575092514374985,83.76036866359448,0.04824906029008898,37.94778371806579,625.5633640552995,610.6520737327189,683621.1203917051,0.554563853119584,0.004096832687761748,876.3986175115207,0.504837913313088,0.7385622634466723,433.61942842809026,0.0029126937554792448,6.00622309187081,0.3390625,601.953651595914,6.9200171979753,668.38515625,0.13054397583007812,11.736875,369.351171875,35.29769435882568,864.6814453125,30.11953125,32546.1427734375,0.03303517409278213,0.0025184520240117687,0.3072417747993437,195.26443617971077,0.001150399117227312,0.43979106188250966,0.0013852274387612755,2049.89318613096,0.12535997775071367,1.339161240798443
PA_002,0.6297043823651653,0.5762930909797801,5.73010457800799,9.94303882468207,9.656916286245655,10.339173772267118,9.583877604764524,11.78642705461112,225.8084397253849,6.261175121929283,0.805147739761468,222.72484206983358,0.986344187757989,234.89344400588146,-266.0,49.60000000000002,4768170.0,3.90723427681996,196.0,2.4219756282988594,88.0,106.44662068410784,-78.14349775784753,-29.0,-471.0,559.0,83.7180280267643,146.22560737135296,-0.7269337476037084,5022474.766392483,0.08238653501980735,15275.522009290355,314.5243032747011,17.629280980327287,6711.20611254856,-264.12680377722336,48.35559527264945,33.48510756345091,0.18705094622721863,4.213447428802296,3.475750353002145,15.280833509864824,0.017015851207801483,6.5100042629395265,-0.21054995382955635,0.8838652200708192,0.28223414724980045,0.9472072336758282,0.3569092994385782,0.8614618825367255,0.27365030480049185,0.05577175270095107,4.383593679342014,20.460175709025098,15.332307041025983,0.07532344238662714,24.752396615316755,283.6330765234647,1.3391590169684162,420.84365455631604,0.011814896743728463,0.010813442369609448,4.306143777675851,173.48532044178586,0.8515598385580463,0.911693687478441,0.1309054698525694,0.9374969482934608,258.8235266042117,0.010616037909347197,6.0638297872340425,0.06450882752376641,20.73166591217746,198.41489361702128,29.47872340425532,12244.170212765957,0.09129174871206208,0.01882236580581224,42.02127659574468,0.44703485740153914,0.6823634480429912,119.7878168330259,0.016783229014227637,5.012102485085167,0.42152466367713004,23.850724309642366,5.7217861298567385,42.45291479820628,0.19037181523859317,6.271149631000021,18.37219730941704,24.51289991755314,294.1793721973094,17.134529147982065,7110.197309417041,0.052423775461672206,0.010116890059005292,0.35483105427161465,69.68902722919482,0.007438791755446531,0.14717593471716892,0.019231270835090304,559.1549318516825,0.4468303082223003,3.6499474184671503
PA_003,0.9219532073739009,0.7369331263990521,21.59944044556447,29.309905704887925,33.81482138692426,35.744092840054456,33.1863762499774,37.77052839092162,12025.904109472249,27.022361572448013,0.7644791206316961,3320.450322018249,0.27610816548943573,12083.622449704782,-175.20000000000005,33.0,157418353.0,3.0031977240664243,40.0,15.035447870553687,1219.0,69.42019464384155,-27.082276797588438,6.0,-876.0,2095.0,25.462315593023785,118.13875337963023,-0.8881619474414045,168648279.48455998,0.23187907078333117,13223.315333551893,1307.1694022371166,36.06004553459298,37576.86532793955,-82.71893826748884,43.138113014575204,15.782856645129955,0.4633262567488587,1.9374617338656637,2.4800868769914906,11.986874082193417,0.09546952286630486,5.081316856862416,-0.11548036788061179,0.6680243012548868,0.5723307027489951,0.9978887311148512,0.6030711555376883,0.9790952915336439,0.4026850830025604,0.24704557387003812,3.5965726706586976,14.730242414926295,1157.0521958474774,0.15237489079655425,29.457276940043496,1234.8198644313422,3.47728172973877,4617.020407399775,0.002880087528352741,0.0010588340949573751,4.649792143360313,4354.522540590346,0.5724703386189114,0.6719089935687153,1.2397486682928895,0.7843101193613886,941.8609034270019,0.0008985845040277812,84.74388947927737,0.04502863415477012,67.65228079428017,973.431987247609,14934.255579171095,20424759.752391074,10.928216318225779,0.0018932773987970634,1090.6663124335812,0.5795251394439858,0.7894185146487606,758.6652405892802,0.001651107042514928,5.992933127897137,0.16685876407482933,14898.338421998891,6.470757779038903,613.9566450926501,0.05443360626763455,40.856401240156885,2615.3640393651917,21.23800832319302,1277.0445961521411,131.68428052132282,180081.9085025268,0.09663327055648833,0.0009529022453220928,0.15974349351362102,159.668231191365,0.0003019201214854412,0.45669938625188994,0.0005119250745044315,3964.5486724402363,0.015584816586109647,3.7001027471650425
PA_006,0.7303536557631272,0.5982270140165301,5.912897636721542,9.884036491468368,11.319231422671772,9.519716382329886,11.288994917617776,11.473474844178638,214.9200439453125,7.218842185240075,0.6979030494306075,248.62243122329616,1.1568136068619053,225.2197265625,-796.8,-30.0,39974340.0,4.913101817864068,479.0,1.897241897174123,30.0,241.60328375966688,-342.5658536585366,-275.0,-880.0,910.0,194.8739589530042,441.58439792162596,-0.521857377305108,43917121.58203125,0.038619869125520526,77645.41639500298,687.6673183102672,25.308819080649812,259748.20805866443,-4239.935251664143,321.6315025222553,133.63166367047998,0.41480390497204545,8.341428638771722,4.221802007987232,57.44538743927983,0.0072852966539976565,7.368309583903963,-0.4419224471371358,0.9921038626059152,0.16910490863980107,0.928968073499163,0.24765324693493557,0.8415296302756985,0.16382748586227258,0.022471347065406103,5.366240932283775,113.81579154818384,7.33030263775038,0.037487433419762246,123.10975391697042,631.8826882755785,1.1577605037703813,776.711670313091,0.025199691776934575,0.023296364422009788,5.109851198538329,178.6551956378101,0.9117479149033755,0.953470919324578,0.0529351484979568,0.9641250802493732,599.4003482908004,0.0228761647008578,3.905982905982906,0.03338446928190518,105.33260281978234,511.85470085470087,5.735042735042735,5222.196581196581,0.07204703544698564,0.029247435411996172,52.2991452991453,0.44700124187303675,0.6881054180107211,306.89897834208443,0.02345254118245904,5.772897813652546,0.5707317073170731,2.6650595368544088,6.085424370535405,61.33170731707317,0.29917906008328377,2.06819750148721,7.917073170731707,124.33989292088044,645.2926829268292,6.951219512195122,6660.921951219512,0.07538781969719031,0.022752558970728157,0.46884862562911334,229.60713140866105,0.014640174204266276,0.04810616913041021,0.022807791208294764,3464.1155339697943,1.0997733726845784,15.651324309440804
PA_007,0.7692910214805745,0.7371885406148949,9.945531334532124,13.491163775058787,14.419091895340973,15.422967600310596,13.356240728862945,15.836129021064531,999.7394365494152,10.378631161476699,0.8945604296318976,540.5040970996141,0.540644969418387,1013.0244517701738,-322.4,13.0,26371585.0,3.545067032118409,154.25,3.579383561911923,66.0,109.30358645100871,-90.74402390438247,-20.0,-565.0,631.0,74.66043748312178,162.06948794977663,-1.3317668171870822,26608625.933202725,0.14461476801955522,18032.04104994365,449.9748393040219,21.043390348525463,15778.620357724883,-669.8890331421803,56.23244223614744,27.662350792379975,0.33945842958799505,3.187117366910168,3.1323128854468867,17.384761270075867,0.051411717774744,5.948828690667838,-0.1147194979330183,0.7090643751854258,0.4366229167500728,0.9662147499610119,0.4850469888442861,0.9060857563606903,0.3558316211351402,0.12064284687708417,4.0614743129849655,20.97369825713185,83.97611087670231,0.10477232421301495,32.26602395510436,395.76581198074575,2.001461873615919,936.2416978982393,0.008688627463284434,0.006737452066544344,4.549609508450731,555.0950393524088,0.6927576093347494,0.7965828991725407,0.41658631131991214,0.8576833484004287,319.97170292533673,0.006447957695221361,16.01628664495114,0.05217031480440111,31.746289085295334,246.88925081433226,423.32247557003257,231674.8273615635,0.7890646556147455,0.013400613150234667,165.29315960912052,0.5384142006811743,0.761858828689473,168.6843025568357,0.0122215360454157,5.441265120531105,0.3057768924302789,412.62723211917364,6.202747221681972,103.14541832669323,0.10273448040507294,25.091867589403343,145.19322709163347,29.031820923477405,424.6613545816733,64.64143426294821,35230.92629482072,0.1244166915984274,0.00576324433671887,0.27414905194069134,67.33526959058837,0.0039025532385033993,0.3173201072533901,0.004202503198245613,829.1562087172346,0.24984966840151795,2.3354151037874327
PA_008,0.8778835373424756,0.8154021956921916,9.02389194366873,11.066798680874761,13.2665359669546,11.982449731273652,12.128261481453144,13.289519484353074,678.7935892740885,9.715360373023378,0.8474886343038558,440.7328244098495,0.6492884307896535,688.934326171875,-260.0,203.80000000000007,30967815.0,4.632918165430728,185.5,4.6197039173340935,432.0,138.42559746090612,19.39424141749723,69.0,-716.0,1148.0,85.51116090269412,185.18738826055116,-1.2566547519446365,23626567.840576172,0.054133569779092464,33918.23217060396,1017.1121480131186,31.62160603197345,78689.77414789255,-1668.6430999182526,116.01629601140033,47.337547037854215,0.41713057923053715,4.584720792521125,3.6681743653261387,25.568878555012905,0.0069964810941019395,7.994452163047028,-0.18470266820805334,0.8902368456187058,0.27303345126085543,0.9807243824438885,0.35022613601362274,0.918938392836962,0.2744905251903696,0.02589095488351809,5.185901633987397,40.83846076231366,40.92254977514155,0.04995906288867631,57.54406392310846,957.0400930207671,1.3543056918813698,1347.7995466457987,0.004771710904428801,0.0044099346713862555,5.117113240192116,689.5684892908662,0.8412991481230292,0.9066359996592556,0.13491179121728833,0.9332735907311487,882.9117462684027,0.004340050480243819,12.596685082872929,0.03479747260462135,74.84366319709412,757.3232044198895,55.73756906077348,61507.71270718232,0.0594524404857719,0.008508283695702648,197.93370165745856,0.5467781813741949,0.766725169270845,524.0532292323988,0.008072024826402003,6.041475588314884,0.4008859357696567,49.51516284606697,6.885428183058957,150.41971207087485,0.16657775423131213,7.150607854463219,48.882613510520486,54.13350355465785,971.0897009966777,18.898117386489478,20544.00664451827,0.02155510587823757,0.004092210291750549,0.36787393310537536,275.0235949083907,0.0033265449295693324,0.05675633209531301,0.009888522837022797,2768.812787838898,0.19103773216408465,7.538575305758098
PA_010,0.841162850107748,0.6356327075941255,10.347088965387185,16.278408649786122,18.270563115637678,18.50507347028444,20.117452971549355,22.625652830705793,1336.9232813517253,13.692792615072712,0.6128922377844256,957.5710202781636,0.7162497905713712,1364.4256591796875,-432.9,15.0,87617970.0,4.467213924331624,287.0,2.2877042673817214,74.0,150.183922610557,-170.24627875507443,-120.0,-718.0,792.0,118.94406193464867,243.47780419716122,-0.6432157392798221,80885119.40002441,0.05574039452795259,30297.645706720672,613.3503185415558,24.10584023833131,60742.34079368536,-1650.4986383519745,148.12708804517825,19.52322146026003,0.7628525213953771,3.2232362547787883,3.2217215037871254,8.84203752013206,0.009873261248310013,7.726508433157335,-0.1833415413189494,0.8806457065400479,0.30771080796293643,0.9822496301292196,0.38644198943529917,0.9145963924561011,0.30234086285193745,0.03665729233530863,5.146378628152098,41.91257737635957,67.14061067205549,0.0507170791722052,48.5459316353919,545.2963722530496,1.4012094413548015,844.3019126905613,0.005773634300008241,0.004823119221703991,4.992422189084989,1087.9686821489852,0.8212921295862626,0.8954928697824502,0.15215674456180744,0.9242553457919528,491.2581575929681,0.004617826214238521,22.63888888888889,0.044918430335097,41.38227119551525,412.93849206349205,132.91666666666666,112157.91666666667,0.18116238496306136,0.006633452706649976,195.51190476190476,0.38792044595616026,0.6457210017277382,257.8961429752148,0.0037886656340619623,6.270150818148169,0.34100135317997293,124.31687767699674,6.903226036935187,228.75642760487145,0.1547743082576938,7.703507098243797,82.38430311231394,48.606248432124026,564.7997293640054,21.520974289580515,16809.342354533153,0.042711414970575276,0.00458116665431696,0.293901632424125,125.87153554624683,0.0016975709515474312,0.1972788927449149,0.00678250849105607,797.5777634960929,0.23970948879357326,2.9053316240725158
PA_011,0.7557147832471363,0.6160006354549916,8.00092010399921,12.98849326363041,12.113722382305992,14.397276819674081,15.690544715148995,15.888461016035821,599.0028381815019,9.815596371431344,0.7028518093350826,488.9220350455055,0.8162265750356241,614.473995147446,-359.2,50.0,27330474.0,4.430861973465491,242.0,3.73606987964182,110.0,140.46607941630876,-123.29064039408867,-67.0,-710.0,820.0,101.2431781399375,211.84339880148153,-1.0965435941558903,27576133.90484959,0.057988950633761235,29677.04360697906,699.6081151169515,26.0749687984669,63105.69752515068,-1636.6631135315329,115.50884395501143,36.91082354662222,0.5115795222146797,4.3954362273582595,3.59802611679224,16.833435545269975,0.008614351474163284,7.566876575189817,-0.19224104004794815,0.8889888977393402,0.25863562225310965,0.9714821277975489,0.3385880545261482,0.8950230260944065,0.2599446386531683,0.029631573431711307,5.02173450333988,38.10491687540842,30.678985524760147,0.05477437533830529,48.129069555646815,635.4820009866087,1.2952960078515194,887.7154231448269,0.008971496285240025,0.008234626925840476,4.825824140359552,479.98568607721523,0.8557388095416057,0.9191612984716434,0.1068424593487968,0.9399417442991727,584.8009216638624,0.008107913102755921,12.2319391634981,0.04650927438592433,44.73561855744626,468.81368821292773,35.09125475285171,31502.239543726235,0.06152875567804261,0.013788360949538139,136.9315589353612,0.5206523153435788,0.7491410457084389,320.46902493701344,0.012260449007660549,5.715394496853535,0.4318555008210181,29.729300698289695,6.413403510083561,110.70771756978654,0.18178607154316345,4.771244684952855,35.31527093596059,47.41705830171942,653.0295566502463,14.392446633825944,12599.443349753694,0.031201769180476492,0.007751861430841422,0.38486740207788206,179.89543490077855,0.005631747910169103,0.08564434709474794,0.011775580536770707,1423.7706912588112,0.28073489672580026,6.396475019176397
PA_012,0.7079871642369895,0.39937182468659965,12.109874645596584,30.32230592405863,34.56588370570569,26.202631897971795,32.24133976343809,35.43131535154262,2947.6951582189813,21.467803384300737,0.4445069923422702,2236.6287657586436,0.7587720729948313,2986.1897870439707,-289.6,18.0,65968585.0,4.03669360337899,180.0,3.0724270282159103,222.0,100.79703586838299,-107.16766467065868,-75.0,-576.0,798.0,74.97333534108088,162.2798954616926,-0.8608567036480613,78640604.70768146,0.07697929490320755,14849.856120095137,458.1129386544211,21.21422612415138,11046.412228939049,-400.7408377652294,57.17388700193088,24.90808030567452,0.39847144545574004,3.5647316889595455,3.3766146621691298,11.677048401680098,0.014391050649933807,7.325312021365431,-0.08700397633002882,0.6724047823184939,0.31207896368620164,0.9790075163859988,0.38762603402503526,0.9099799915532731,0.2806584091061132,0.06758245825508288,4.679347848386903,20.520491826901353,152.3781577791197,0.06860899078527703,24.294674216352,416.614992800114,1.4785933507773674,688.9094610413678,0.005014042378858066,0.00408887742635323,4.595281436646909,1811.3939115136725,0.8147699540263832,0.8855826807922617,0.19676222217958633,0.9205655749186235,372.68742007919053,0.0039267165476474224,56.51470588235294,0.05936418685121107,23.95346373843655,315.2436974789916,245.93172268907563,148158.5651260504,0.41596093321527156,0.006254510625390512,457.4957983193277,0.4805628133606384,0.720447691592561,212.70317232498232,0.005251309855389648,5.760650601303779,0.38003992015968063,239.0079697320104,6.4841088871062835,379.7832335329341,0.15161007326664036,12.396573081382147,192.83313373253492,23.895867187780127,433.437125748503,28.196007984031937,16591.083433133732,0.052024450471440484,0.003844560101316982,0.33643067251873443,106.6188935023651,0.0021913547251469594,0.47950082848972153,0.0026167387480563954,1029.0661193210458,0.14556814629097625,1.0510347432722664
PA_013,0.5973074396993446,0.4387359562256811,8.35933637338395,19.05322838204762,16.358239136962016,15.585414986170141,19.151389530242177,21.669749052108017,939.3484760028068,11.380635062887752,0.5293977288185798,876.1662916888582,0.932738290498105,954.8512158101263,-402.6,10.0,57788204.0,4.470477219383164,241.0,2.7837010040061188,77.0,129.50193752349966,-170.40627885503233,-137.0,-798.0,875.0,96.22115164089628,230.99648440602056,-0.6906495781833243,50950264.86508181,0.05126231041471103,24321.07593472187,738.960274640078,26.893063800875556,30481.944831954934,-723.968960591718,103.02738517370818,40.15790053370545,0.4464085927789356,4.643520928867157,3.6781914914023845,17.682059137228485,0.005822386327680603,8.081347550362858,-0.1363368942433215,0.8225919886129555,0.24599467450241688,0.9720814108240289,0.32744375445807006,0.8948131825451733,0.24092949379292283,0.023053015811628854,5.165232272456968,35.796321426853396,49.68242369297392,0.04967527055923911,39.167166064603805,683.0011750384432,1.277031251137123,936.824629803937,0.003435282879706181,0.003094977446212903,4.848858905472128,865.1226207758181,0.8637845005504654,0.9232900063924995,0.1004849412142689,0.9435225330382598,632.1434225218721,0.0030233355740589872,23.17444219066937,0.0470069821311752,36.09555274862271,534.7525354969574,35.328600405679516,35431.19878296146,0.040046810710302146,0.004794825932181801,251.76673427991886,0.5106830309937502,0.7417451680440651,374.01604986871735,0.004266569744668586,5.829572327325629,0.4552169898430286,30.5028697916881,6.60099334766966,212.64912280701753,0.19635191394923135,5.170791097878827,55.51708217913204,39.0196003202349,700.5493998153278,14.13758079409049,13363.978762696213,0.01774197242374998,0.0029514871708822784,0.4023449822782759,216.4496736234776,0.0020551958455829445,0.17357962507811348,0.006488135341094192,1460.1369908517236,0.269163702825372,2.8002750036978568
